"","subj","block","ttype","mag","amp","msrt","pcpd","bpcpd","corr","tlx","WM_mean","fTE_ML","bTE_ML","wm","slos","ints","ttypeC","ttypeE"
"117","c_P08","2","EASY",-0.0735798603144025,72.4314990608696,1.39028487971678,-0.0597244146384482,-0.564227189585759,1,1.6,5.5,6,5,"low",0.448258872955252,-21.3314399735555,"EASY","EASY"
"118","c_P08","3","CONTROL",-0.379183973570573,68.2325329694915,0.768557131110441,-0.104627152387709,-0.497678253142721,1,1.6,5.5,6,5,"low",0.406368665623473,-19.877404554646,"CONTROL","CONTROL"
"119","c_P08","3","DIFF",0.715113027741821,87.2634166766304,1.5656409387614,0.310859375288455,0.195557649308095,0.25,6,5.5,6,5,"low",0.341632560311703,-19.5947042892312,"DIFF","DIFF"
"120","c_P08","3","EASY",0.0649646384381306,73.38604192,1.93657753226068,-0.176727804476234,-0.803883379279788,1,1.8,5.5,6,5,"low",0.195757630096336,-21.0952247890119,"EASY","EASY"
"121","c_P08","4","CONTROL",-0.258998734368348,69.5017243646617,0.401809360485881,-0.578409810079259,-0.497678253142721,1,1,5.5,6,5,"low",-0.426803220733206,-15.3670182782225,"CONTROL","CONTROL"
"122","c_P08","4","DIFF",1.15430508127143,94.7858533641975,1.25923600391871,0.422203220821613,-0.156974678593199,0.75,6.2,5.5,6,5,"low",0.598862884812443,-21.8684089384815,"DIFF","DIFF"
"123","c_P08","4","EASY",-0.172061422086636,71.9060643622754,1.11286305136722,-0.0886649560801579,-1.12491764996646,1,3.4,5.5,6,5,"low",-0.145431209067816,-16.2397106797975,"EASY","EASY"
"124","c_P08","5","CONTROL",-0.0864636475194444,71.9009876656051,1.01383105416355,0.474655575759188,-0.497678253142721,1,2,5.5,6,5,"low",-0.632659125899532,-14.4542291600437,"CONTROL","CONTROL"
"125","c_P08","5","DIFF",0.490764577448796,83.6282784111111,0.472731090611606,0.114553396966634,0.104697390890083,0.25,8,5.5,6,5,"low",-0.318934438011824,-14.4371294617261,"DIFF","DIFF"
"126","c_P08","5","EASY",-0.323709821758898,68.6323180123839,1.05173203957764,0.0122780567629526,-0.611096749129731,1,2.8,5.5,6,5,"low",-0.164750602063655,-16.8289411128979,"EASY","EASY"
"127","c_P11","0","CONTROL",-0.919632636387446,58.7333639160305,-1.25631541177903,-0.326086419861273,-0.497678253142721,1,1.8,4.5,5,4,"low",-3.0074248832257,-0.757910458968154,"CONTROL","CONTROL"
"128","c_P11","0","DIFF",-0.615489376011954,66.6887537403846,-0.285216049035179,-0.590947055686128,0.588674272846119,0.75,5.8,4.5,5,4,"low",-0.704198015099585,-10.6242505411306,"DIFF","DIFF"
"129","c_P11","0","EASY",-0.586587912799793,65.2734438988764,-0.622488859085076,0.878350387386079,0.632087227494992,0.75,2.6,4.5,5,4,"low",-2.57791115470014,-1.2344231246692,"EASY","EASY"
"130","c_P11","1","CONTROL",-1.01540378979446,57.4173972421875,-1.30591808958376,-0.608408975823917,-0.497678253142721,1,3.4,4.5,5,4,"low",-3.05694185823238,-0.52795633988998,"CONTROL","CONTROL"
"131","c_P11","1","DIFF",0.299500403928456,85.8851306622517,-0.836713485343527,2.23840104984186,3.45245271319187,0,6.8,4.5,5,4,"low",0.333610108434173,-13.6409694692133,"DIFF","DIFF"
"132","c_P11","1","EASY",-0.271933757752196,71.51467016,-0.917250559604195,0.488817186030038,0.366014320437269,1,4.6,4.5,5,4,"low",0.176074948867453,-17.0049363293875,"EASY","EASY"
"133","c_P11","2","CONTROL",-0.859992126997695,62.4038860454545,-1.22254882276343,-1.21731037950586,-0.497678253142721,1,4.6,4.5,5,4,"low",-2.40710700594489,-1.28734322818527,"CONTROL","CONTROL"
"134","c_P11","2","DIFF",-0.309736529448198,71.7408342488038,-0.190586549020342,0.285783398694994,0.93605734966366,0.5,8.2,4.5,5,4,"low",-1.79172893069742,-3.60324032157841,"DIFF","DIFF"
"135","c_P11","2","EASY",-0.536585046561954,65.0712626516854,-0.636557095294252,0.126009300698334,-0.0998848137310797,1,5,4.5,5,4,"low",-2.23292239903768,-4.22621314575561,"EASY","EASY"
"136","c_P11","3","CONTROL",-1.05633906483177,57.2378073469388,-1.10020011998138,-1.17641094398341,-0.497678253142721,1,4.4,4.5,5,4,"low",-2.34730746288322,-4.01722535657601,"CONTROL","CONTROL"
"137","c_P11","3","DIFF",-0.199653781160053,72.8962368828452,0.075002560236534,0.760795251794251,1.35083186774915,0.5,10.4,4.5,5,4,"low",-1.83781215791722,-3.78094871274713,"DIFF","DIFF"
"138","c_P11","3","EASY",-0.308325017067201,72.4332109101796,-0.734740442627727,1.4104323788532,1.18672722709685,1,9,4.5,5,4,"low",-1.74170770231189,-3.25018589262294,"EASY","EASY"
"139","c_P11","4","CONTROL",-0.875975878919615,60.905505609375,-1.28356896580512,-0.319867935904733,-0.497678253142721,1,4,4.5,5,4,"low",-1.50372093280744,-7.6687151276242,"CONTROL","CONTROL"
"140","c_P11","4","DIFF",0.461548647273151,90.39204938125,-0.695410258263602,2.90884716724169,2.56497547717839,0.25,10.4,4.5,5,4,"low",0.951752103645597,-16.4995132617861,"DIFF","DIFF"
"141","c_P11","4","EASY",-0.211031012070986,72.7369437405063,-0.858028506073693,1.08940295346344,0.502126533059973,1,8.6,4.5,5,4,"low",-1.15760215683345,-8.18461995828373,"EASY","EASY"
"142","c_P11","5","CONTROL",-0.742316280886571,62.9266020833333,-1.25583968406083,-1.02595090497186,-0.497678253142721,1,5.6,4.5,5,4,"low",-0.610733431399246,-12.876677644096,"CONTROL","CONTROL"
"143","c_P11","5","DIFF",0.350755527007531,82.0032894425287,-0.610123970002531,-0.18307547278096,1.40593274947069,1,13.2,4.5,5,4,"low",-0.913131778646005,-9.45461282310558,"DIFF","DIFF"
"144","c_P11","5","EASY",-0.25281086152002,70.9843031176471,-0.463636117112318,0.370934698960035,0.664206836830939,0.75,10.4,4.5,5,4,"low",-1.52719120194622,-6.90626067358597,"EASY","EASY"
"145","c_P12","0","CONTROL",-0.1579887204771,76.6879400758123,0.68614133552194,-0.156396756904768,-0.497678253142721,1,8.6,6,7,5,"low",1.24440649852814,-20.8036785066249,"CONTROL","CONTROL"
"146","c_P12","0","DIFF",1.19145072801097,102.479709515432,1.83902109730162,-0.00947366913745896,0.449303383949115,0.25,10.4,6,7,5,"low",-0.825555554059396,-3.09424545774812,"DIFF","DIFF"
"147","c_P12","0","EASY",0.853797000795431,94.8378694032787,1.16384251744116,-0.865974008955489,-0.321185249649136,1,9,6,7,5,"low",-0.905706970579186,-4.69264396593477,"EASY","EASY"
"148","c_P12","1","CONTROL",-0.733303101748955,63.560686377193,1.4574814199135,-1.26892435409066,-0.497678253142721,1,10.4,6,7,5,"low",-0.422606763135715,-13.4868943146636,"CONTROL","CONTROL"
"149","c_P12","1","DIFF",0.798901403477654,94.6811288871951,1.50961593676088,-0.0749644105875687,-0.0527034152248949,0.75,10.6,6,7,5,"low",-0.0581419698061806,-10.5445734291955,"DIFF","DIFF"
"150","c_P12","1","EASY",0.0997400568108157,78.4683917539682,0.835691181649256,0.0118629076931617,-0.610277415558588,1,9,6,7,5,"low",-0.471353757758458,-12.0280397896148,"EASY","EASY"
"151","c_P12","2","CONTROL",-0.794058859874389,63.4452467121212,1.33475979497946,1.05106900172185,-0.497678253142721,1,9.8,6,7,5,"low",-0.67842896221275,-11.1243655473533,"CONTROL","CONTROL"
"152","c_P12","2","DIFF",0.793750551450017,93.5708573003003,1.80264203742671,0.28331156664935,-0.315208080020188,0.5,9.4,6,7,5,"low",0.527763546650898,-16.1054109385787,"DIFF","DIFF"
"153","c_P12","2","EASY",-0.221259963017775,73.3058087883436,1.72346360927652,-1.34950688845625,-0.483423876693943,1,11.2,6,7,5,"low",-0.00918050519512416,-14.8909162656406,"EASY","EASY"
"154","c_P12","3","CONTROL",-1.18498714292312,58.7914911764706,0.494118679976752,0.687531853196766,-0.497678253142721,1,9,6,7,5,"low",0.311503934570863,-14.6487463525576,"CONTROL","CONTROL"
"155","c_P12","3","DIFF",0.945214979537661,98.9921296245059,0.606358168746905,0.217035831141184,0.316663605278426,0.25,9,6,7,5,"low",0.240957013770747,-11.0947911048723,"DIFF","DIFF"
"156","c_P12","3","EASY",0.297322450458333,86.0363952024291,0.454800590385124,-0.113379796088037,0.00336699623285813,1,8.6,6,7,5,"low",0.171224114014619,-12.2948166997379,"EASY","EASY"
"157","c_P12","4","CONTROL",-0.871310650960778,60.7646982169491,0.746621245392107,-0.0410247071906383,-0.497678253142721,1,9.2,6,7,5,"low",0.427809355797724,-18.8125382943349,"CONTROL","CONTROL"
"158","c_P12","4","DIFF",0.669344574108662,92.3208344028436,0.0821304128279719,0.0782354258840077,0.217422858714661,0.25,9.2,6,7,5,"low",0.777701070452462,-17.045785262595,"DIFF","DIFF"
"159","c_P12","4","EASY",0.1517827114494,78.1198054292035,0.228993203665586,-0.572722844499957,0.131148709787288,1,9,6,7,5,"low",0.0462926092531913,-16.8277598441302,"EASY","EASY"
"160","c_P12","5","CONTROL",-0.824388654448641,64.2512692899023,0.885428917746863,0.0480965325076449,-0.497678253142721,1,8.6,6,7,5,"low",0.283910316380601,-15.3294487645371,"CONTROL","CONTROL"
"161","c_P12","5","DIFF",0.132548968079502,85.4834174121622,1.75213023588931,0.574200889971407,1.11743723108165,0,9.2,6,7,5,"low",0.564317019162907,-12.7179228287193,"DIFF","DIFF"
"162","c_P12","5","EASY",0.221882978310531,84.5091717088123,0.766748962622172,-1.32398226893651,-0.0219460695714394,1,8.6,6,7,5,"low",0.822108111275648,-17.0928457082738,"EASY","EASY"
"163","c_P15","0","CONTROL",-0.111978000239465,72.8935718089888,0.386007540218833,-0.845575828045602,-0.497678253142721,1,4.4,7.5,8,7,"high",0.26705719635851,-18.9941981896814,"CONTROL","CONTROL"
"164","c_P15","0","DIFF",-0.399835614955591,67.6714484309392,1.72359463597857,-0.537951124582982,-0.37828191708117,0.25,10.2,7.5,8,7,"high",-0.0511517908820613,-17.2156376910721,"DIFF","DIFF"
"165","c_P15","0","EASY",-0.0775961030477228,72.6178603060606,1.28694714350426,-0.41899881461193,-0.810958084696143,1,4.4,7.5,8,7,"high",0.246760411885099,-19.7334598588433,"EASY","EASY"
"166","c_P15","1","CONTROL",-0.207258417749811,71.3962632723214,0.195676137027778,0.107377017839872,-0.497678253142721,1,2.6,7.5,8,7,"high",-0.284158288819583,-15.2543340748366,"CONTROL","CONTROL"
"167","c_P15","1","DIFF",0.0581756324107569,75.2929444915254,1.27116749698679,-0.153040046296026,-0.613405322237669,0.75,12.2,7.5,8,7,"high",0.6389887074097,-22.09539449852,"DIFF","DIFF"
"168","c_P15","1","EASY",0.17957771781511,77.698873828479,1.27928913671838,0.352582293678825,-0.836851985316267,1,2.8,7.5,8,7,"high",0.505104699461095,-20.9256950211844,"EASY","EASY"
"169","c_P15","2","CONTROL",0.00983752609853628,75.7509542727273,0.882215739853551,0.853351446662521,-0.497678253142721,1,1.8,7.5,8,7,"high",0.545293727141982,-20.1395602709748,"CONTROL","CONTROL"
"170","c_P15","2","DIFF",0.0603106065267272,76.0242311768293,1.20700472889135,-0.216903976574378,-0.512519465712997,0.25,10.4,7.5,8,7,"high",0.285907695665728,-18.9918588991049,"DIFF","DIFF"
"171","c_P15","2","EASY",0.91273283743079,88.6113469845679,1.49612421804072,-0.741284812996434,-1.0738887767847,1,5.4,7.5,8,7,"high",-0.205553345994615,-17.3860996252444,"EASY","EASY"
"172","c_P15","3","CONTROL",0.229135251609401,76.9868068953488,1.39743692185321,0.323116918068627,-0.497678253142721,1,2.4,7.5,8,7,"high",-0.00418087743619592,-18.9308680458047,"CONTROL","CONTROL"
"173","c_P15","3","DIFF",0.211281813044844,77.1079593771044,1.27173393549872,1.13550097045008,-0.554631706855245,0.25,10.8,7.5,8,7,"high",-0.238804402744157,-16.8588458221758,"DIFF","DIFF"
"174","c_P15","3","EASY",0.354887073622786,79.743314159322,1.23769924569277,0.0926463032597965,-0.953671520975848,1,6.8,7.5,8,7,"high",0.247287315754352,-20.1305519153274,"EASY","EASY"
"175","c_P15","4","CONTROL",-0.355508258192948,68.9125488631922,1.03941149799425,0.0824744957353371,-0.497678253142721,1,2.6,7.5,8,7,"high",0.916985108190924,-22.833642508479,"CONTROL","CONTROL"
"176","c_P15","4","DIFF",-0.00434494135786087,71.9215171509971,1.49372743729094,0.643728806131006,-0.795113231426087,0.5,8.2,7.5,8,7,"high",-0.0594589321912663,-19.6375815061204,"DIFF","DIFF"
"177","c_P15","4","EASY",0.590341466669426,83.0554951987179,1.32150190852757,0.326477720752878,-1.18802182060243,1,10.4,7.5,8,7,"high",0.164393471954204,-20.2909840873532,"EASY","EASY"
"178","c_P15","5","CONTROL",-0.446469722103508,65.9154245648415,1.68237363551411,0.586253290161915,-0.497678253142721,1,2.2,7.5,8,7,"high",-1.1568647238564,-11.3317533237044,"CONTROL","CONTROL"
"179","c_P15","5","DIFF",0.579264982501474,82.5585924341317,1.58366214978161,0.385549379171228,-0.186479811755338,0.25,12.6,7.5,8,7,"high",-0.1082224665973,-18.5581537251353,"DIFF","DIFF"
"180","c_P15","5","EASY",-0.0525158949884669,71.4384972688172,1.11626369823423,-0.412332532356805,-0.856119446984177,1,7.8,7.5,8,7,"high",-0.105219244976204,-18.9956934216555,"EASY","EASY"
"181","c_P16","0","CONTROL",1.08818059939568,87.6185950117647,-1.54411858652167,-0.743812725407863,-0.497678253142721,1,8.6,6.5,6,7,"low",-1.29702011411022,-12.473091839832,"CONTROL","CONTROL"
"182","c_P16","0","DIFF",1.58073979539799,90.5398890803571,-1.45122468636012,-2.71392874674589,1.93815806862202,1,12.2,6.5,6,7,"low",-0.00763133807772809,-28.4205550634495,"DIFF","DIFF"
"183","c_P16","0","EASY",1.78067906595937,97.498687648,-1.23071279419876,-2.40213092720412,0.599909223983164,1,10.6,6.5,6,7,"low",-0.209459848501271,-23.0612263121218,"EASY","EASY"
"184","c_P16","1","CONTROL",0.0162486264388717,68.9759288205128,-1.98895222418088,-1.384681015215,-0.497678253142721,1,7.4,6.5,6,7,"low",0.317934214318082,-25.4888506679786,"CONTROL","CONTROL"
"185","c_P16","1","DIFF",0.89855512341426,84.8073296097561,-1.28494575407434,-1.03979872149513,0.50111728351048,0.5,11.8,6.5,6,7,"low",0.0288508414721445,-22.798025631787,"DIFF","DIFF"
"186","c_P16","1","EASY",1.94099058018332,98.84091054375,-0.852489100270166,-2.38445809770833,-2.42073582451126,1,9.4,6.5,6,7,"low",-0.120962907399179,-25.2270490212294,"EASY","EASY"
"187","c_P16","2","CONTROL",-1.23927441936279,53.7409050777778,-0.622885970782054,0.111900858284009,-0.497678253142721,1,5.8,6.5,6,7,"low",-0.435132815834999,-14.869441037537,"CONTROL","CONTROL"
"188","c_P16","2","DIFF",0.740848056250079,92.458650609589,-0.969967641326843,-0.0332940629893252,1.0000432707202,0,12.2,6.5,6,7,"low",0.982822260815917,-19.773796325953,"DIFF","DIFF"
"190","c_P16","3","CONTROL",-1.00334713806801,56.2780505096774,-0.941724331751437,-0.209144323780845,-0.497678253142721,1,9.4,6.5,6,7,"low",-0.0751032680864187,-18.2105530918814,"CONTROL","CONTROL"
"191","c_P16","3","DIFF",0.766555131262863,95.4787301267606,-1.00654828074337,-0.311641538939884,1.68798579263719,1,11.6,6.5,6,7,"low",0.6059358858173,-14.3179939609636,"DIFF","DIFF"
"192","c_P16","3","EASY",-0.379156597642875,66.6280788461538,0.21613847629692,-1.913202813614,-1.27027323056492,1,12.2,6.5,6,7,"low",0.0861058759865055,-19.4722693989998,"EASY","EASY"
"193","c_P16","4","CONTROL",-0.755641515910328,60.7413101038961,-0.607523593915722,-0.566610929257208,-0.497678253142721,1,10,6.5,6,7,"low",0.419890884906387,-20.8271111214696,"CONTROL","CONTROL"
"194","c_P16","4","DIFF",1.01881039123374,95.4290480946746,-0.636784880176275,-1.99176180935909,0.463317642761756,0.5,14,6.5,6,7,"low",0.853446994114397,-20.8535271347182,"DIFF","DIFF"
"195","c_P16","4","EASY",0.129949502042215,74.5717108523207,0.0327232671786099,-1.48234557657316,-0.943661228651497,1,11.6,6.5,6,7,"low",0.087906908870926,-20.2894875836238,"EASY","EASY"
"196","c_P16","5","CONTROL",-1.19324495180364,56.3390124351852,-1.32181666803078,-1.54445388995777,-0.497678253142721,1,7.6,6.5,6,7,"low",0.976989108593483,-20.4551630543511,"CONTROL","CONTROL"
"197","c_P16","5","DIFF",0.796786630103148,94.2730395732484,-0.733369701744758,-0.0974730102691403,0.946113673801258,1,11.8,6.5,6,7,"low",0.682702071930213,-16.6577494837935,"DIFF","DIFF"
"198","c_P16","5","EASY",0.185549660315788,73.0493826666667,0.413867848665175,-2.26676962744262,-2.27148551099911,1,8.8,6.5,6,7,"low",-0.460204060783261,-18.9395336189137,"EASY","EASY"
"200","c_P17","0","DIFF",-0.268106644495527,84.5373412216495,-0.326531791884192,0.179515911174969,0.927251177623606,0.25,19,6,6,6,"low",1.50608658400112,-12.5810447493569,"DIFF","DIFF"
"201","c_P17","0","EASY",0.119050493200308,89.8712795402844,-0.152899237920363,0.477644873324895,0.919920198467565,0.75,13.8,6,6,6,"low",0.816840867721379,-9.83253026053919,"EASY","EASY"
"202","c_P17","1","CONTROL",-0.369745569723976,78.9998609716981,-0.223808873273591,0.22441444034835,-0.497678253142721,1,5.6,6,6,6,"low",-0.459397290100594,-3.83202361346418,"CONTROL","CONTROL"
"203","c_P17","1","DIFF",-0.3317527351137,80.4734809490741,-0.169922630209587,-0.131227347014276,-0.648934163764281,0.5,18.2,6,6,6,"low",0.840554594796703,-11.2214052719797,"DIFF","DIFF"
"204","c_P17","1","EASY",0.182168092138008,89.7006450701754,-0.0997346496153342,-0.333086854303693,-0.644977897027054,1,11.4,6,6,6,"low",0.373221709083898,-8.04932589291706,"EASY","EASY"
"205","c_P17","2","CONTROL",-0.424953038184808,80.1194645414365,-0.642808076879673,0.759277135468042,-0.497678253142721,1,6.4,6,6,6,"low",0.293754668418329,-6.48528266449462,"CONTROL","CONTROL"
"206","c_P17","2","DIFF",0.322298129863316,91.2733552265193,-0.526690197728884,0.770785624554415,-0.250774432126443,0.25,18,6,6,6,"low",0.206310199207397,-7.74073773443903,"DIFF","DIFF"
"207","c_P17","2","EASY",0.226822114490389,90.7822966981982,-0.086875890655837,-0.256477608757002,-0.383276458756351,1,10,6,6,6,"low",0.888568871427777,-11.3767242435807,"EASY","EASY"
"208","c_P17","3","CONTROL",-0.697962282249495,72.76528996875,-0.283599381111442,-0.125004829232413,-0.497678253142721,1,2.4,6,6,6,"low",0.619854138766881,-10.9935768002068,"CONTROL","CONTROL"
"209","c_P17","3","DIFF",-0.294141906326979,79.1417435254902,0.394389217559104,-0.242243957569629,0.267736219278146,0,14.6,6,6,6,"low",-0.530913181181495,-4.48116942044155,"DIFF","DIFF"
"210","c_P17","3","EASY",0.129712330563657,86.3167623261803,0.094122379758533,-0.0830453568400192,-0.0450925822671076,1,14.4,6,6,6,"low",0.340456614811872,-10.2864223720185,"EASY","EASY"
"211","c_P17","4","CONTROL",-1.30718749042551,60.2289003244681,-0.706005278970784,0.42616139371745,-0.497678253142721,1,3.2,6,6,6,"low",0.760285277957666,-13.371962065161,"CONTROL","CONTROL"
"212","c_P17","4","DIFF",-0.127901400580581,80.0912453869347,-0.457032371329073,0.639490406156806,0.402549909606651,0.5,17.2,6,6,6,"low",0.119654686941447,-10.5477536848153,"DIFF","DIFF"
"213","c_P17","4","EASY",0.122095847697476,82.8743980755556,-0.0390088127043988,0.399024045008228,-0.103900635659727,1,12.4,6,6,6,"low",-0.370305822800183,-8.68823587630169,"EASY","EASY"
"214","c_P17","5","CONTROL",-0.474632011859561,74.6252796371681,-0.296159802349352,0.0351070033379315,-0.497678253142721,1,5.6,6,6,6,"low",-0.0779875217262144,-8.82415692440205,"CONTROL","CONTROL"
"215","c_P17","5","DIFF",-0.0970477576608356,79.37823164,-0.366164345560737,1.54016529815914,0.186688651610316,0.25,15.8,6,6,6,"low",-1.42282138937566,-1.56610599910787,"DIFF","DIFF"
"216","c_P17","5","EASY",0.0834500009137396,83.3957114016393,0.106630390315624,-0.0101339495490412,-0.253675286682277,1,14,6,6,6,"low",-0.190588449458145,-8.75703699407313,"EASY","EASY"
"217","c_P18","0","CONTROL",-0.744147238928295,71.7218852553192,-1.14353568983736,-2.12883429568558,-0.497678253142721,1,8,7.5,7,8,"high",0.94944581247266,-13.1304019406336,"CONTROL","CONTROL"
"218","c_P18","0","DIFF",-1.18873733330591,62.31442892,-1.8177628142614,-2.44882812015809,0.107561992326922,1,13.4,7.5,7,8,"high",-0.371120519613753,-7.46818860546628,"DIFF","DIFF"
"219","c_P18","0","EASY",-1.67511187436741,52.9137769057971,-1.11161960101376,-2.58850658870669,-0.985268885899827,1,11,7.5,7,8,"high",-0.557564882547955,-7.92209977452168,"EASY","EASY"
"220","c_P18","1","CONTROL",-2.28744352387025,43.6247482991453,-1.40899175659677,-1.83719006452611,-0.497678253142721,1,6.8,7.5,7,8,"high",3.04392804082662,-21.1778628734262,"CONTROL","CONTROL"
"221","c_P18","1","DIFF",-1.55608939520111,55.1331180596027,-0.929567069596753,-1.09856130443091,0.404200644769603,1,13.6,7.5,7,8,"high",0.489942588972554,-12.6822551105881,"DIFF","DIFF"
"222","c_P18","1","EASY",-2.02902622591755,49.833289106599,-0.41960308204236,-2.34423375270704,0.0552703594000056,1,13.6,7.5,7,8,"high",0.949757310356549,-11.551636252109,"EASY","EASY"
"223","c_P18","2","CONTROL",-2.40307635569211,42.8980184516129,-1.33375824007594,-0.438101584216105,-0.497678253142721,1,9.2,7.5,7,8,"high",4.58161262769549,-25.2417994797646,"CONTROL","CONTROL"
"224","c_P18","2","DIFF",-0.650824208664738,75.4688741512605,-1.36790984601602,-0.883404998244946,1.38159003101919,0.25,14.4,7.5,7,8,"high",-0.0776058848598875,-4.9913850736089,"DIFF","DIFF"
"225","c_P18","2","EASY",-1.8289283419595,49.4686360860927,-0.992034553747225,-1.15371677377439,-0.295601340177763,1,9.6,7.5,7,8,"high",0.131763766149236,-11.9227142845205,"EASY","EASY"
"226","c_P18","3","CONTROL",-2.21697725619249,45.2343199469697,-1.25488419703358,-0.550432013135688,-0.497678253142721,1,8.4,7.5,7,8,"high",0.515888879988495,-10.9932648699586,"CONTROL","CONTROL"
"227","c_P18","3","DIFF",-0.461226873955342,78.8753356056338,-1.03817611082246,-0.996713680774473,1.21264163354071,1,13.4,7.5,7,8,"high",1.0081626663234,-11.5070602778807,"DIFF","DIFF"
"228","c_P18","3","EASY",-1.83442795359066,49.7970351256831,-0.64328380459788,-0.656828335502789,-0.374347546115858,1,9.4,7.5,7,8,"high",0.420029037565964,-12.7832600587355,"EASY","EASY"
"229","c_P18","4","CONTROL",-2.55865203042494,38.1413686,-1.33303658531696,-1.30901275772229,-0.497678253142721,1,4.2,7.5,7,8,"high",0.202433742493161,-10.9194043261408,"CONTROL","CONTROL"
"230","c_P18","4","DIFF",-0.669235797629221,71.7881122818792,-0.860685324432153,0.543748960099877,0.793453245072542,0.75,12.6,7.5,7,8,"high",-0.633602172693754,-5.07195866108348,"DIFF","DIFF"
"231","c_P18","4","EASY",-2.50015112556184,37.8117949763314,-0.682436598965385,-1.34036182782089,-1.18799272980464,1,7.4,7.5,7,8,"high",-1.25033549940182,-7.00445763297957,"EASY","EASY"
"232","c_P18","5","CONTROL",-2.41457286626283,41.3862925555556,-1.22618330189871,-1.76686050931804,-0.497678253142721,1,5.2,7.5,7,8,"high",2.1322175152601,-17.3630501955292,"CONTROL","CONTROL"
"233","c_P18","5","DIFF",0.467899799218653,94.0263552673797,-0.445373010642174,1.95548391967652,2.56213996653934,0.5,13.2,7.5,7,8,"high",-0.831453654183543,0.102788558225996,"DIFF","DIFF"
"234","c_P18","5","EASY",-1.55904698051905,56.7469492322581,-0.879008904764781,-1.33914061268856,-1.59390008165349,1,6,7.5,7,8,"high",1.10658209619006,-13.9749632475641,"EASY","EASY"
